ticker,cik,fiscal_year,revenue,ebit,ebitda,interest_expense,tax_expense,net_income,d_and_a,capex,assets_current,liabilities_current,cash,short_term_borrowings,long_term_debt_current,long_term_debt_noncurrent,gross_debt,net_debt,shares_out,nwc,delta_nwc,effective_tax_rate
GOOGL,0001652044,2015,55519000000,15403000000,,81000000,2739000000,12733000000,,7358000000,78656000000,16779000000,14778000000,2009000000,,2992000000,5001000000,-9777000000,,45090000000,,0.17702947259565668
GOOGL,0001652044,2016,66001000000,16496000000,,101000000,3639000000,14136000000,,11014000000,90114000000,19310000000,18898000000,3225000000,,1995000000,5220000000,-13678000000,,48681000000,3591000000,0.20472573839662447
GOOGL,0001652044,2017,74989000000,19360000000,,104000000,3303000000,16348000000,,9950000000,105408000000,16756000000,18347000000,,,3935000000,3935000000,-14412000000,,70305000000,21624000000,0.16808304920869166
GOOGL,0001652044,2018,,23716000000,,124000000,4672000000,19478000000,,10212000000,124308000000,24183000000,16549000000,,,3943000000,3943000000,-12606000000,,83576000000,13271000000,0.19345755693581781
GOOGL,0001652044,2019,,26178000000,,109000000,14531000000,12662000000,,13184000000,135676000000,34620000000,16701000000,,,3950000000,3950000000,-12751000000,,84355000000,779000000,0.5343654616997021
GOOGL,0001652044,2020,136819000000,27524000000,,114000000,4177000000,30736000000,,25139000000,152578000000,45221000000,18498000000,,0,,,,,88859000000,4504000000,0.1196402486179933
GOOGL,0001652044,2021,161857000000,34231000000,,100000000,5282000000,34343000000,,23548000000,174296000000,56834000000,26465000000,,999000000,,999000000,-25466000000,,89998000000,1139000000,0.13329968454258675
GOOGL,0001652044,2022,,41224000000,,135000000,7813000000,40269000000,,22281000000,188143000000,64254000000,20945000000,,,,,,,102944000000,12946000000,0.16249324071378063
GOOGL,0001652044,2023,,78714000000,88987000000,346000000,14701000000,76033000000,10273000000,24640000000,164795000000,69300000000,21879000000,,0,,,,,73616000000,-29328000000,0.1620230564066392
GOOGL,0001652044,2024,,74842000000,88317000000,,11356000000,59972000000,13475000000,31485000000,171530000000,81814000000,24048000000,,1000000000,11870000000,12870000000,-11178000000,,64668000000,-8948000000,0.1592081650964558
AMZN,0001018724,2009,,655000000,,77000000,184000000,476000000,,224000000,6157000000,4746000000,1022000000,,,409000000,409000000,-613000000,,389000000,,0.2787878787878788
AMZN,0001018724,2010,,842000000,1153000000,71000000,247000000,645000000,311000000,333000000,9797000000,7364000000,2539000000,,,109000000,109000000,-2430000000,,-106000000,-495000000,0.2769058295964126
AMZN,0001018724,2011,,1129000000,1513000000,34000000,253000000,902000000,384000000,373000000,13747000000,10372000000,2769000000,,129000000,184000000,313000000,-2456000000,,477000000,583000000,0.21904761904761905
AMZN,0001018724,2012,,1406000000,1958000000,39000000,352000000,1152000000,552000000,979000000,17490000000,14896000000,3444000000,,129000000,255000000,384000000,-3060000000,,-979000000,-1456000000,0.23404255319148937
AMZN,0001018724,2013,,862000000,1896000000,65000000,291000000,631000000,1034000000,1811000000,21296000000,19002000000,3777000000,,579000000,3084000000,3663000000,-114000000,,-2062000000,-1083000000,0.3156182212581345
AMZN,0001018724,2014,,676000000,2329000000,92000000,428000000,-39000000,1653000000,3785000000,24625000000,22980000000,5269000000,,753000000,3191000000,3944000000,-1325000000,,-4377000000,-2315000000,1.1002570694087404
AMZN,0001018724,2015,,745000000,3205000000,141000000,161000000,274000000,2460000000,3444000000,31327000000,28089000000,8084000000,,1520000000,8265000000,9785000000,1701000000,,-6366000000,-1989000000,0.3701149425287356
AMZN,0001018724,2016,,178000000,3794000000,210000000,167000000,-241000000,3616000000,4893000000,35705000000,33887000000,8658000000,,238000000,8227000000,8465000000,-193000000,,-7078000000,-712000000,
AMZN,0001018724,2017,,2233000000,8514000000,459000000,950000000,596000000,6281000000,,45781000000,43816000000,14557000000,,1056000000,7694000000,8750000000,-5807000000,,-13648000000,-6570000000,0.6144890038809832
AMZN,0001018724,2018,135987000000,4186000000,12302000000,484000000,1425000000,2371000000,8116000000,,60197000000,57883000000,20522000000,,100000000,24743000000,24843000000,4321000000,,-18308000000,-4660000000,0.3753951527924131
AMZN,0001018724,2019,177866000000,4106000000,15584000000,848000000,769000000,3033000000,11478000000,,75101000000,68391000000,31750000000,,1371000000,23495000000,24866000000,-6884000000,,-26411000000,-8103000000,0.20226196738558652
AMZN,0001018724,2020,232887000000,12421000000,27762000000,1417000000,1197000000,10073000000,15341000000,,96334000000,87812000000,36092000000,,1305000000,23414000000,24719000000,-11373000000,,-28875000000,-2464000000,0.1062111801242236
AMZN,0001018724,2021,280522000000,14541000000,36330000000,1600000000,2374000000,11588000000,21789000000,,132733000000,126385000000,42122000000,,1155000000,31816000000,32971000000,-9151000000,,-36929000000,-8054000000,0.1700329465692594
AMZN,0001018724,2022,386064000000,22899000000,48079000000,1647000000,2863000000,21331000000,25180000000,,161580000000,142266000000,36220000000,,1491000000,48744000000,50235000000,14015000000,,-18397000000,18532000000,0.11833512441101099
AMZN,0001018724,2023,469822000000,24879000000,59312000000,1809000000,4791000000,33364000000,34433000000,,146791000000,155393000000,53888000000,,2999000000,67150000000,70149000000,16261000000,,-65489000000,-47092000000,0.12556676713405845
AMZN,0001018724,2024,513983000000,12248000000,54169000000,,-3217000000,-2722000000,41921000000,,172351000000,164917000000,73387000000,147000000,8494000000,58314000000,66955000000,-6432000000,,-74594000000,-9105000000,
NVDA,0001045810,2010,4097860000,836346000,,54000,103696000,797645000,,,2167958000,778591000,544414000,,,,,,,844953000,,0.11504635870330984
NVDA,0001045810,2011,3326445000,-98945000,,3320000,-14307000,-67987000,,77601000,3226950000,942682000,417688000,,,,,,,1866580000,1021627000,
NVDA,0001045810,2012,3543309000,255747000,,3127000,18023000,253146000,,,3905358000,929958000,447221000,,,,,,,2528179000,661599000,0.06646408697159337
NVDA,0001045810,2013,3997930000,648299000,,3089000,82306000,581090000,,,4775258000,976223000,665361000,,,,,,,3133674000,605495000,0.12406767601854699
NVDA,0001045810,2015,4280159000,648239000,,3294000,99503000,562536000,,,5624711000,945496000,667876000,,,,,,,4011339000,877665000,0.15029779212402894
NVDA,0001045810,2016,4130000000,496000000,,10000000,70000000,440000000,,,5713000000,896000000,733000000,,,,,,,4084000000,72661000,0.13725490196078433
NVDA,0001045810,2017,4682000000,759000000,,46000000,124000000,631000000,,,6053000000,2351000000,1152000000,,,,,,,2550000000,-1534000000,0.16423841059602648
NVDA,0001045810,2018,5010000000,747000000,,47000000,129000000,614000000,,,8536000000,1788000000,497000000,,,,,,,6251000000,3701000000,0.17362045760430686
NVDA,0001045810,2019,,1934000000,,58000000,239000000,1666000000,,,9255000000,1153000000,596000000,,,,,,,7506000000,1255000000,0.12545931758530185
NVDA,0001045810,2020,,3210000000,,61000000,149000000,3047000000,,,10557000000,1329000000,782000000,,,,,,,8446000000,940000000,0.046620775969962454
NVDA,0001045810,2021,,3804000000,,58000000,-245000000,4141000000,,,13690000000,1784000000,10896000000,0,0,1991000000,1991000000,-8905000000,,1010000000,-7436000000,-0.06288501026694045
NVDA,0001045810,2022,10918000000,2846000000,3227000000,52000000,174000000,2796000000,381000000,,16055000000,3925000000,847000000,999000000,999000000,5964000000,7962000000,7115000000,,9285000000,8275000000,0.05858585858585859
NVDA,0001045810,2023,16675000000,4532000000,5630000000,184000000,77000000,4332000000,1098000000,,28829000000,4335000000,1990000000,0,0,10946000000,10946000000,8956000000,,22504000000,13219000000,0.017464277613971423
NVDA,0001045810,2024,26914000000,10041000000,11215000000,236000000,189000000,9752000000,1174000000,,23073000000,6563000000,3389000000,1250000000,1250000000,9703000000,12203000000,8814000000,,10621000000,-11883000000,0.019012171813700834
NVDA,0001045810,2025,26974000000,4224000000,5768000000,,-187000000,4368000000,1544000000,,44345000000,10631000000,7280000000,1250000000,1250000000,8459000000,10959000000,3679000000,,23934000000,13313000000,-0.044726142071274816
META,0001326801,2012,1974000000,1032000000,1171000000,22000000,402000000,606000000,139000000,293000000,4604000000,899000000,633000000,,,0,,,,3072000000,,0.39880952380952384
META,0001326801,2013,3711000000,1756000000,2079000000,42000000,695000000,1000000000,323000000,606000000,11267000000,1052000000,1785000000,,,1500000000,1500000000,-285000000,,8430000000,5358000000,0.41002949852507375
META,0001326801,2014,5089000000,538000000,1187000000,51000000,441000000,53000000,649000000,1235000000,13070000000,1100000000,1512000000,,,,,,,10458000000,2028000000,0.8927125506072875
META,0001326801,2015,7872000000,2804000000,3815000000,56000000,1254000000,1500000000,1011000000,1362000000,13390000000,1424000000,2384000000,,,,,,,9582000000,-876000000,0.4553376906318083
META,0001326801,2016,12466000000,4994000000,6237000000,23000000,1970000000,2940000000,1243000000,1831000000,21652000000,1925000000,3323000000,,,,,,,16404000000,6822000000,0.40122199592668023
META,0001326801,2017,17928000000,6225000000,8170000000,23000000,2506000000,3688000000,1945000000,2523000000,34401000000,2875000000,4315000000,,,,,,,27211000000,10807000000,0.4045850823377462
META,0001326801,2018,,12427000000,14769000000,10000000,2301000000,10217000000,2342000000,4491000000,48563000000,3760000000,8903000000,,,,,,,35900000000,8689000000,0.18381530595941845
META,0001326801,2019,,20203000000,23228000000,6000000,4660000000,15934000000,3025000000,6733000000,50480000000,7017000000,8079000000,,,,,,,35384000000,-516000000,0.22627949888316987
META,0001326801,2020,,24913000000,29228000000,,3249000000,22112000000,4315000000,13915000000,66225000000,15053000000,10019000000,,,,,,,41153000000,5769000000,0.12811009029612397
META,0001326801,2021,,23986000000,29727000000,,6327000000,18485000000,5741000000,15102000000,75670000000,14981000000,19079000000,,,,,,,41610000000,457000000,0.2549975818152507
META,0001326801,2022,,32671000000,39533000000,,4034000000,29146000000,6862000000,15163000000,66666000000,21135000000,17576000000,,,0,,,,27955000000,-13655000000,0.12157926461723931
META,0001326801,2023,,46753000000,54720000000,23000000,7914000000,39370000000,7967000000,18690000000,59549000000,27026000000,16601000000,,,9923000000,9923000000,-6678000000,,15922000000,-12033000000,0.16737162676592504
META,0001326801,2024,,28944000000,37630000000,,5619000000,23200000000,8686000000,31186000000,85365000000,31960000000,14681000000,,,18385000000,18385000000,3704000000,,38724000000,22802000000,0.19497553697213643
TSLA,0001318605,2011,111943000,-51897000,,2531000,26000,-55740000,,11884000,235886000,85565000,9277000,,7916000,71828000,79744000,70467000,,133128000,,
TSLA,0001318605,2012,116744000,-146838000,-136838000,992000,173000,-154328000,10000000,40203000,372838000,191339000,69627000,,7916000,268335000,276251000,206624000,,103956000,-29172000,
TSLA,0001318605,2013,204242000,-251488000,-236888000,43000,489000,-254411000,14600000,184226000,524768000,539108000,99558000,,50841000,401495000,452336000,352778000,,-164739000,-268695000,
TSLA,0001318605,2014,413256000,-394283000,-368983000,254000,136000,-396213000,25300000,239228000,1265939000,675160000,255266000,,,,,,,335513000,500252000,
TSLA,0001318605,2015,2013496000,-61283000,22617000,32934000,2588000,-74014000,83900000,264224000,3180073000,2107166000,201890000,,,,,,,871017000,535504000,
TSLA,0001318605,2016,3198356000,-186689000,-30789000,100886000,9404000,-294040000,155900000,969885000,2782006000,2811035000,845889000,1114652,,,1114652,-844774348,,-876032652,-1747049652,
TSLA,0001318605,2017,4046025000,-716629000,-437929000,118851000,13039000,-888663000,278700000,1634850000,6259796000,5827005000,1905713000,1114652000,,,1114652000,-791061000,,-2587574000,-1711541348,
TSLA,0001318605,2018,7000132000,-667340000,,198810000,26698000,-674914000,,1280802000,6570520000,7674670000,1196908000,799849000,,,799849000,-397059000,,-3100907000,-513333000,
TSLA,0001318605,2019,11759000000,-1632000000,,471000000,32000000,-1962000000,,3415000000,8307000000,9993000000,3393000000,2222000000,,,2222000000,-1171000000,,-7301000000,-4200093000,
TSLA,0001318605,2020,21461000000,-388000000,,663000000,58000000,-976000000,,2101000000,12103000000,10667000000,3686000000,1399000000,,,1399000000,-2287000000,,-3649000000,3652000000,
TSLA,0001318605,2021,24578000000,-69000000,,685000000,110000000,-862000000,,1327000000,26717000000,14248000000,6268000000,1758000000,,,1758000000,-4510000000,,4443000000,8092000000,
TSLA,0001318605,2022,31536000000,1994000000,,748000000,292000000,721000000,,3157000000,27100000000,19705000000,19384000000,1088000000,,,1088000000,-18296000000,,-13077000000,-17520000000,0.2882527147087858
TSLA,0001318605,2023,53823000000,6523000000,,371000000,699000000,5519000000,,6482000000,40917000000,26709000000,17576000000,1016000000,,,1016000000,-16560000000,,-4384000000,8693000000,0.11241556770665809
TSLA,0001318605,2024,81462000000,13656000000,,,1132000000,12556000000,,7158000000,49616000000,28748000000,16253000000,1975000000,,,1975000000,-14278000000,,2640000000,7024000000,0.08270017533606078
AVGO,0001730168,2018,13240000000,-409000000,-7000000,585000000,642000000,-1739000000,402000000,723000000,15823000000,2529000000,1822000000,,117000000,17431000000,17548000000,15726000000,,11355000000,,
AVGO,0001730168,2019,,2371000000,2822000000,454000000,35000000,,451000000,1069000000,9107000000,2338000000,3097000000,,0,17493000000,17493000000,14396000000,,3672000000,-7683000000,
AVGO,0001730168,2020,,5135000000,5650000000,628000000,-8084000000,,515000000,635000000,9917000000,6899000000,11204000000,,2787000000,30011000000,32798000000,21594000000,,-10973000000,-14645000000,
AVGO,0001730168,2021,,3444000000,4013000000,1444000000,-510000000,,569000000,432000000,11895000000,6371000000,4292000000,,827000000,40235000000,41062000000,36770000000,,405000000,11378000000,
AVGO,0001730168,2022,,4014000000,4584000000,1777000000,-518000000,,570000000,463000000,16586000000,6281000000,12163000000,,264000000,,264000000,-11899000000,,-2122000000,-2527000000,
AVGO,0001730168,2023,,8519000000,9058000000,1885000000,29000000,,539000000,443000000,18504000000,7052000000,12416000000,,403000000,,403000000,-12013000000,,-1367000000,755000000,
AVGO,0001730168,2024,,14225000000,14754000000,1737000000,939000000,11495000000,529000000,424000000,20847000000,7405000000,14189000000,,1563000000,,1563000000,-12626000000,,-2310000000,-943000000,0.07551873894161171
ORCL,0001341439,2010,22430000000,7844000000,8112000000,-394000000,2313000000,5581000000,268000000,,18581000000,9149000000,6218000000,,,,,,,3214000000,,0.29300734735241957
ORCL,0001341439,2011,23252000000,8321000000,8584000000,630000000,2241000000,,263000000,,27004000000,14691000000,8262000000,,,,,,,4051000000,837000000,
ORCL,0001341439,2012,26820000000,9062000000,9360000000,754000000,,6135000000,298000000,230000000,39174000000,14192000000,8995000000,1150000000,,,1150000000,-7845000000,,14837000000,10786000000,
ORCL,0001341439,2013,35622000000,12033000000,12401000000,808000000,,8547000000,368000000,450000000,40023000000,15388000000,9914000000,2950000000,,,2950000000,-6964000000,,11771000000,-3066000000,
ORCL,0001341439,2014,37121000000,13706000000,14192000000,766000000,2981000000,9981000000,486000000,648000000,41692000000,12872000000,16163000000,1508000000,,,1508000000,-14655000000,,11149000000,-622000000,0.22997994136707298
ORCL,0001341439,2015,37180000000,14684000000,15230000000,797000000,2973000000,10925000000,546000000,650000000,48128000000,14389000000,14955000000,1508000000,,,1508000000,-13447000000,,17276000000,6127000000,0.21391567131961434
ORCL,0001341439,2016,38275000000,14759000000,15367000000,914000000,2749000000,10955000000,608000000,580000000,62520000000,15206000000,14613000000,1999000000,,,1999000000,-12614000000,,30702000000,13426000000,0.20059836544074722
ORCL,0001341439,2017,38226000000,13871000000,14583000000,1143000000,2896000000,9938000000,712000000,1391000000,64313000000,17208000000,17769000000,3750000000,,,3750000000,-14019000000,,25586000000,-5116000000,0.22565061555243884
ORCL,0001341439,2018,37047000000,12604000000,13475000000,1467000000,2541000000,8901000000,871000000,1189000000,74515000000,24178000000,21716000000,9797000000,,,9797000000,-11919000000,,18824000000,-6762000000,0.2220765600419507
ORCL,0001341439,2019,37792000000,12913000000,13913000000,1798000000,2228000000,9452000000,1000000000,2021000000,76159000000,19124000000,21620000000,4491000000,,,4491000000,-17129000000,,30924000000,12100000000,0.19075342465753425
ORCL,0001341439,2020,39383000000,13264000000,14429000000,2025000000,8837000000,3587000000,1165000000,1736000000,46386000000,18630000000,20514000000,4494000000,,,4494000000,-16020000000,,2748000000,-28176000000,0.7112846104314231
ORCL,0001341439,2021,39506000000,13535000000,14765000000,2082000000,1185000000,11083000000,1230000000,1660000000,52140000000,17200000000,37239000000,2371000000,,,2371000000,-34868000000,,-4670000000,-7418000000,0.0965927616563417
ORCL,0001341439,2022,39068000000,13896000000,15278000000,1995000000,1928000000,10135000000,1382000000,1564000000,55567000000,24164000000,30098000000,8250000000,,0,8250000000,-21848000000,,-6945000000,-2275000000,0.15982757191411756
ORCL,0001341439,2023,40479000000,15213000000,16750000000,2496000000,-747000000,13746000000,1537000000,2135000000,31633000000,19511000000,21383000000,3749000000,,,3749000000,-17634000000,,-13010000000,-6065000000,-0.05746595891991692
ORCL,0001341439,2024,42440000000,10926000000,12898000000,2755000000,932000000,6717000000,1972000000,4511000000,21004000000,23090000000,9765000000,4061000000,,,4061000000,-5704000000,,-15912000000,-2902000000,0.12184599294025363
ORCL,0001341439,2025,49954000000,13093000000,15619000000,3505000000,623000000,8503000000,2526000000,8695000000,22554000000,31544000000,10454000000,10605000000,,,10605000000,151000000,,-30049000000,-14137000000,0.06826649134341442
ADBE,0000796343,2009,3157881000,857585000,,253000,223383000,723807000,,132075000,2735103000,762599000,772500000,,,350000000,350000000,-422500000,,1200004000,,0.23583758274475025
ADBE,0000796343,2010,3579889000,1028271000,,10019000,206694000,871814000,,111792000,2473624000,844553000,946422000,,,,,,,682649000,-517355000,0.1916480916228716
ADBE,0000796343,2011,2945853000,690513000,972936000,3407000,315012000,386508000,282423000,119592000,3216050000,1068088000,886450000,,,,,,,1261512000,578863000,0.4490420800547383
ADBE,0000796343,2012,3800000000,993074000,1285812000,56952000,168471000,774680000,292738000,169642000,3771451000,1250779000,999487000,,,,,,,1521185000,259673000,0.1786256919623687
ADBE,0000796343,2013,4216258000,1099299000,1369504000,66952000,202383000,832847000,270205000,210294000,4397066000,1271752000,749891000,,,,,,,2375423000,854238000,0.195495686948794
ADBE,0000796343,2014,4403677000,1180191000,1479957000,67487000,286019000,832775000,299766000,271076000,4045929000,1525648000,989500000,,14676000,,14676000,-974824000,,1516105000,-859318000,0.25564938675037585
ADBE,0000796343,2015,4055240000,422723000,743950000,67508000,66156000,289985000,321227000,188358000,4602328000,2494435000,1425052000,,603229000,,603229000,-821823000,,79612000,-1436493000,0.18575788802749474
ADBE,0000796343,2016,4147065000,412685000,726275000,59732000,92981000,268395000,313590000,148332000,4821892000,2213556000,834556000,,,,,,,1773780000,1694168000,0.25729710882847784
ADBE,0000796343,2017,4795511000,903095000,1242568000,64184000,244230000,629551000,339473000,184936000,5839774000,2811635000,1117400000,,,,,,,1910739000,136959000,0.27950939651926515
ADBE,0000796343,2018,5854430000,1493602000,1825137000,70442000,266356000,1168782000,331535000,203805000,7247813000,3527457000,876560000,,,,,,,2843796000,933057000,0.18559608901722344
ADBE,0000796343,2019,7301505000,2168095000,2494092000,74402000,443687000,1693954000,325997000,178122000,4857039000,4301126000,1011315000,0,,,,,,-455402000,-3299198000,0.20755917387437833
ADBE,0000796343,2020,9030000000,2840000000,3186000000,89000000,203000000,2591000000,346000000,267000000,6495000000,8191000000,2306000000,3149000000,,,3149000000,843000000,,-7151000000,-6695598000,0.07265569076592698
ADBE,0000796343,2021,11171000000,3268000000,4025000000,157000000,254000000,2951000000,757000000,395000000,8146000000,5512000000,1643000000,,,,,,,991000000,8142000000,0.07925117004680188
ADBE,0000796343,2022,12868000000,4237000000,4994000000,116000000,-1084000000,5260000000,757000000,419000000,8669000000,6932000000,3844000000,0,,,,,,-2107000000,-3098000000,-0.2595785440613027
ADBE,0000796343,2023,15785000000,5802000000,6590000000,113000000,883000000,4822000000,788000000,348000000,8996000000,8128000000,4236000000,500000000,,,500000000,-3736000000,,-3868000000,-1761000000,0.15477651183172655
ADBE,0000796343,2024,17606000000,6098000000,6954000000,,1252000000,4756000000,856000000,442000000,11084000000,8251000000,7141000000,0,,,,,,-4308000000,-440000000,0.20838881491344874
CRM,0001108524,2009,748700000,20309000,,46000,23385000,18356000,,43552000,1068557000,766966000,86608000,,,,,,,214983000,,0.5602405308928871
CRM,0001108524,2010,1076769000,63742000,,107000,37557000,43428000,,61059000,1706159000,908130000,279095000,,,,,,,518934000,303951000,0.46375254676792
CRM,0001108524,2011,1305583000,115272000,,2000000,57689000,80719000,,49501000,1074924000,1276466000,483834000,,,,,,,-685376000,-1204310000,0.4168039419686723
CRM,0001108524,2012,1657139000,97497000,,24909000,34601000,64474000,,90887000,1672222000,2300031000,1011306000,,,,,,,-1639115000,-953739000,0.3492404743880898
CRM,0001108524,2013,2266539000,-35085000,,17045000,-21745000,-11572000,,151645000,2015880000,2917624000,424292000,,0,0,,,,-1326036000,313079000,
CRM,0001108524,2015,892633000,-110710000,,30948000,142651000,-270445000,,175601000,2680252000,3980188000,607284000,,,,,,,-1907220000,-581184000,
CRM,0001108524,2016,1226772000,-286074000,,77211000,-125760000,-232175000,,299110000,3514544000,4390103000,747245000,,,,,,,-1622804000,284416000,
CRM,0001108524,2017,1511167000,-145633000,,73237000,49603000,-262688000,,290454000,5731323000,5617005000,781635000,,,,,,,-667317000,955487000,
CRM,0001108524,2018,,114923000,,72485000,111705000,-47426000,,284476000,5996827000,7295466000,908117000,,0,2008391000,2008391000,1100274000,,-2206756000,-1539439000,1.7378148384386813
